concept is Existence  Preservation and Conversion of Substance, accuracy is 0.2755905511811024, response is No
concept is Acids and Bases, accuracy is 0.6578947368421053, response is Yes
concept is Acids and Bases, accuracy is 0.2631578947368421, response is No
concept is Acids and Bases, accuracy is 0.3684210526315789, response is Yes
concept is Element, accuracy is 0.6666666666666666, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Basic Experimental Operation, accuracy is 0.5476190476190477, response is No
concept is Solution, accuracy is 0.6071428571428571, response is No
concept is Acids and Bases, accuracy is 0.3157894736842105, response is No
concept is Acids and Bases, accuracy is 0.868421052631579, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Element, accuracy is 0.9, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Oxide(CO2), accuracy is 0.881578947368421, response is Yes
concept is Oxide(CO2), accuracy is 0.7733333333333333, response is No
concept is Basic Experimental Operation, accuracy is 0.5952380952380952, response is No
concept is Element, accuracy is 0.9666666666666667, response is Yes
concept is Element, accuracy is 0.13333333333333333, response is No
concept is Solution, accuracy is 0.5178571428571429, response is Yes
concept is Element, accuracy is 0.8, response is Yes
concept is Solution, accuracy is 0.0625, response is No
concept is Solution, accuracy is 0.8214285714285714, response is Yes
concept is Solution, accuracy is 0.25, response is No
concept is Element, accuracy is 0.9, response is Yes
concept is Oxide(CO2), accuracy is 0.8289473684210527, response is Yes
concept is Oxide(CO2), accuracy is 0.7733333333333333, response is No
concept is Acids and Bases, accuracy is 0.5526315789473685, response is Yes
concept is Element, accuracy is 0.8333333333333334, response is Yes
concept is Basic Experimental Operation, accuracy is 0.38095238095238093, response is No
concept is Solution, accuracy is 0.8660714285714286, response is Yes
concept is Research Into Substance Property, accuracy is 0.45454545454545453, response is No
concept is Oxide(CO2), accuracy is 0.8026315789473685, response is Yes
concept is Acids and Bases, accuracy is 0.5263157894736842, response is Yes
concept is Oxide(CO2), accuracy is 0.9473684210526315, response is Yes
concept is Acids and Bases, accuracy is 0.7894736842105263, response is Yes
concept is Element, accuracy is 0.6666666666666666, response is Yes
concept is Element, accuracy is 0.8666666666666667, response is No
concept is Element, accuracy is 0.16666666666666666, response is No
concept is Basic Experimental Operation, accuracy is 0.40476190476190477, response is No
concept is Research Into Substance Property, accuracy is 0.3181818181818182, response is No
concept is Solution, accuracy is 0.5089285714285714, response is Yes
concept is Element, accuracy is 0.13333333333333333, response is Yes
concept is Acids and Bases, accuracy is 0.4473684210526316, response is Yes
concept is Element, accuracy is 0.2, response is Yes
concept is Oxide(CO2), accuracy is 0.5263157894736842, response is No
concept is Solution, accuracy is 0.5625, response is Yes
concept is Oxide(CO2), accuracy is 0.92, response is Yes
concept is Research Into Substance Property, accuracy is 0.6818181818181818, response is No
concept is Oxide(CO2), accuracy is 0.3333333333333333, response is No
concept is Oxide(CO2), accuracy is 0.6973684210526315, response is Yes
concept is Oxide(CO2), accuracy is 0.7866666666666666, response is Yes
concept is Element, accuracy is 0.43333333333333335, response is Yes
concept is Basic Experimental Operation, accuracy is 0.11904761904761904, response is No
concept is Basic Experimental Operation, accuracy is 0.38095238095238093, response is Yes
concept is Basic Experimental Operation, accuracy is 0.35714285714285715, response is No
concept is Research Into Substance Property, accuracy is 0.5, response is No
concept is Research Into Substance Property, accuracy is 0.9090909090909091, response is Yes
concept is Solution, accuracy is 0.7857142857142857, response is No
concept is Acids and Bases, accuracy is 0.6052631578947368, response is No
concept is Element, accuracy is 0.13333333333333333, response is No
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Research Into Substance Property, accuracy is 0.5909090909090909, response is No
concept is Basic Experimental Operation, accuracy is 0.16666666666666666, response is No
concept is Oxide(CO2), accuracy is 0.6973684210526315, response is Yes
concept is Element, accuracy is 0.6333333333333333, response is Yes
concept is Solution, accuracy is 0.8303571428571429, response is Yes
concept is Oxide(CO2), accuracy is 0.881578947368421, response is Yes
concept is Research Into Substance Property, accuracy is 0.9090909090909091, response is Yes
concept is Acids and Bases, accuracy is 0.7894736842105263, response is No
concept is Acids and Bases, accuracy is 0.7368421052631579, response is Yes
concept is Element, accuracy is 0.5666666666666667, response is Yes
concept is Molecules and Atoms, accuracy is 0.6987951807228916, response is Yes
concept is Element, accuracy is 0.2383177570093458, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.2755905511811024, response is No
concept is Molecules and Atoms, accuracy is 0.8365384615384616, response is Yes
concept is Molecules and Atoms, accuracy is 0.9711538461538461, response is Yes
concept is Element, accuracy is 0.6682242990654206, response is Yes
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.6456692913385826, response is Yes
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.2976190476190476, response is No
concept is Metal, accuracy is 1.0, response is Yes
concept is Solution, accuracy is 0.6071428571428571, response is Yes
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.09448818897637795, response is No
concept is Molecules and Atoms, accuracy is 0.6867469879518072, response is No
concept is Metal, accuracy is 0.20930232558139536, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.8031496062992126, response is No
concept is Metal, accuracy is 0.7906976744186046, response is Yes
concept is Metal, accuracy is 0.9883720930232558, response is Yes
concept is Molecules and Atoms, accuracy is 0.75, response is Yes
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.6785714285714286, response is No
concept is Molecules and Atoms, accuracy is 0.7692307692307693, response is Yes
concept is Solution, accuracy is 0.5178571428571429, response is No
concept is Molecules and Atoms, accuracy is 0.6265060240963856, response is No
concept is Element, accuracy is 0.32710280373831774, response is No
concept is Solution, accuracy is 0.0625, response is No
concept is Solution, accuracy is 0.42857142857142855, response is No
concept is Element, accuracy is 0.7663551401869159, response is Yes
concept is Solution, accuracy is 0.8571428571428571, response is Yes
concept is Solution, accuracy is 0.8214285714285714, response is No
concept is Molecules and Atoms, accuracy is 0.6385542168674698, response is No
concept is Solution, accuracy is 0.5816326530612245, response is No
concept is Solution, accuracy is 0.25, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.2125984251968504, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.8452380952380952, response is No
concept is Molecules and Atoms, accuracy is 0.5673076923076923, response is No
concept is Molecules and Atoms, accuracy is 0.7951807228915663, response is Yes
concept is Molecules and Atoms, accuracy is 0.7469879518072289, response is Yes
concept is Solution, accuracy is 0.45918367346938777, response is No
concept is Solution, accuracy is 0.8660714285714286, response is Yes
concept is Molecules and Atoms, accuracy is 0.927710843373494, response is Yes
concept is Metal, accuracy is 0.47674418604651164, response is No
concept is Molecules and Atoms, accuracy is 0.9156626506024096, response is Yes
concept is Molecules and Atoms, accuracy is 0.891566265060241, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.7857142857142857, response is Yes
concept is Metal, accuracy is 0.7093023255813954, response is No
concept is Element, accuracy is 0.4719626168224299, response is Yes
concept is Molecules and Atoms, accuracy is 0.6385542168674698, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.5357142857142857, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.08661417322834646, response is No
concept is Solution, accuracy is 0.45918367346938777, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.031496062992125984, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.6071428571428571, response is Yes
concept is Element, accuracy is 0.35514018691588783, response is No
concept is Molecules and Atoms, accuracy is 0.1927710843373494, response is No
concept is Element, accuracy is 0.822429906542056, response is Yes
concept is Molecules and Atoms, accuracy is 0.8795180722891566, response is Yes
concept is Element, accuracy is 0.8271028037383178, response is Yes
concept is Solution, accuracy is 0.8877551020408163, response is Yes
concept is Element, accuracy is 0.46261682242990654, response is No
concept is Solution, accuracy is 0.5089285714285714, response is No
concept is Molecules and Atoms, accuracy is 0.5903614457831325, response is No
concept is Element, accuracy is 0.7710280373831776, response is Yes
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.5714285714285714, response is No
concept is Element, accuracy is 0.09813084112149532, response is No
concept is Solution, accuracy is 0.6530612244897959, response is Yes
concept is Solution, accuracy is 0.5625, response is Yes
concept is Element, accuracy is 0.4719626168224299, response is No
concept is Molecules and Atoms, accuracy is 0.2403846153846154, response is No
concept is Molecules and Atoms, accuracy is 0.7590361445783133, response is Yes
concept is Solution, accuracy is 0.4387755102040816, response is No
concept is Molecules and Atoms, accuracy is 0.9156626506024096, response is Yes
concept is Molecules and Atoms, accuracy is 0.46153846153846156, response is Yes
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.7976190476190477, response is Yes
concept is Solution, accuracy is 0.7857142857142857, response is Yes
concept is Metal, accuracy is 0.686046511627907, response is No
concept is Element, accuracy is 0.780373831775701, response is Yes
concept is Molecules and Atoms, accuracy is 0.22115384615384615, response is No
concept is Molecules and Atoms, accuracy is 0.4807692307692308, response is No
concept is Element, accuracy is 0.6495327102803738, response is Yes
concept is Element, accuracy is 0.7336448598130841, response is Yes
concept is Element, accuracy is 0.6682242990654206, response is Yes
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.44047619047619047, response is No
concept is Metal, accuracy is 0.9534883720930233, response is Yes
concept is Solution, accuracy is 0.5510204081632653, response is Yes
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.5595238095238095, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.28346456692913385, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.5833333333333334, response is No
concept is Solution, accuracy is 0.8775510204081632, response is No
concept is Molecules and Atoms, accuracy is 0.5180722891566265, response is No
concept is Solution, accuracy is 0.7142857142857143, response is Yes
concept is Solution, accuracy is 0.7857142857142857, response is No
concept is Molecules and Atoms, accuracy is 0.8795180722891566, response is Yes
concept is Molecules and Atoms, accuracy is 0.4578313253012048, response is No
concept is Molecules and Atoms, accuracy is 0.5903614457831325, response is No
concept is Molecules and Atoms, accuracy is 0.5903614457831325, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.8267716535433071, response is Yes
concept is Metal, accuracy is 0.313953488372093, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.7380952380952381, response is No
concept is Metal, accuracy is 0.46511627906976744, response is No
concept is Metal, accuracy is 0.8604651162790697, response is No
concept is Element, accuracy is 0.7149532710280374, response is Yes
concept is Metal, accuracy is 0.3953488372093023, response is No
concept is Molecules and Atoms, accuracy is 0.40963855421686746, response is No
concept is Molecules and Atoms, accuracy is 0.7469879518072289, response is Yes
concept is Element, accuracy is 0.7102803738317757, response is Yes
concept is Molecules and Atoms, accuracy is 0.39759036144578314, response is No
concept is Solution, accuracy is 0.8303571428571429, response is Yes
concept is Metal, accuracy is 0.7674418604651163, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.4523809523809524, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.2619047619047619, response is No
concept is Molecules and Atoms, accuracy is 0.7590361445783133, response is Yes
concept is Element, accuracy is 0.794392523364486, response is Yes
concept is Molecules and Atoms, accuracy is 0.46987951807228917, response is No
concept is Research Into Application of Substance Property, accuracy is 0.13513513513513514, response is No
concept is Research Into Application of Substance Property, accuracy is 0.4864864864864865, response is No
concept is Metal, accuracy is 1.0, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.972972972972973, response is Yes
concept is Metal, accuracy is 0.20930232558139536, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5294117647058824, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7027027027027027, response is No
concept is Metal, accuracy is 0.7906976744186046, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5147058823529411, response is No
concept is Metal, accuracy is 0.9883720930232558, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7297297297297297, response is No
concept is Research Into Application of Substance Property, accuracy is 0.6486486486486487, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5675675675675675, response is No
concept is Research Into Application of Substance Property, accuracy is 0.24324324324324326, response is No
concept is Research Into Application of Substance Property, accuracy is 0.8676470588235294, response is Yes
concept is Metal, accuracy is 0.47674418604651164, response is Yes
concept is Metal, accuracy is 0.7093023255813954, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7297297297297297, response is No
concept is Research Into Application of Substance Property, accuracy is 0.3088235294117647, response is No
concept is Research Into Application of Substance Property, accuracy is 0.4264705882352941, response is No
concept is Research Into Application of Substance Property, accuracy is 0.22058823529411764, response is No
concept is Metal, accuracy is 0.686046511627907, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7058823529411765, response is Yes
concept is Metal, accuracy is 0.9534883720930233, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.35294117647058826, response is Yes
concept is Metal, accuracy is 0.313953488372093, response is No
concept is Metal, accuracy is 0.46511627906976744, response is No
concept is Metal, accuracy is 0.8604651162790697, response is Yes
concept is Metal, accuracy is 0.3953488372093023, response is No
concept is Research Into Application of Substance Property, accuracy is 0.07352941176470588, response is No
concept is Metal, accuracy is 0.7674418604651163, response is Yes
concept is Element, accuracy is 0.9333333333333333, response is Yes
concept is Element, accuracy is 0.36666666666666664, response is No
concept is Acids and Bases, accuracy is 0.6578947368421053, response is Yes
concept is Acids and Bases, accuracy is 0.2631578947368421, response is No
concept is Acids and Bases, accuracy is 0.3684210526315789, response is Yes
concept is Element, accuracy is 0.6666666666666666, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Basic Experimental Operation, accuracy is 0.5476190476190477, response is No
concept is Air (Oxygen), accuracy is 0.627906976744186, response is No
concept is Solution, accuracy is 0.6071428571428571, response is No
concept is Air (Oxygen), accuracy is 0.4883720930232558, response is No
concept is Acids and Bases, accuracy is 0.3157894736842105, response is No
concept is Acids and Bases, accuracy is 0.868421052631579, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Element, accuracy is 0.9, response is No
concept is Air (Oxygen), accuracy is 0.37209302325581395, response is No
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Air (Oxygen), accuracy is 0.5581395348837209, response is Yes
concept is Oxide(CO2), accuracy is 0.881578947368421, response is Yes
concept is Oxide(CO2), accuracy is 0.7733333333333333, response is Yes
concept is Basic Experimental Operation, accuracy is 0.5952380952380952, response is No
concept is Element, accuracy is 0.9666666666666667, response is Yes
concept is Element, accuracy is 0.13333333333333333, response is No
concept is Solution, accuracy is 0.5178571428571429, response is No
concept is Element, accuracy is 0.8, response is Yes
concept is Solution, accuracy is 0.0625, response is No
concept is Solution, accuracy is 0.8214285714285714, response is Yes
concept is Solution, accuracy is 0.25, response is No
concept is Element, accuracy is 0.9, response is Yes
concept is Oxide(CO2), accuracy is 0.8289473684210527, response is Yes
concept is Oxide(CO2), accuracy is 0.7733333333333333, response is No
concept is Air (Oxygen), accuracy is 0.9069767441860465, response is Yes
concept is Acids and Bases, accuracy is 0.5526315789473685, response is No
concept is Element, accuracy is 0.8333333333333334, response is Yes
concept is Basic Experimental Operation, accuracy is 0.38095238095238093, response is No
concept is Solution, accuracy is 0.8660714285714286, response is Yes
concept is Research Into Substance Property, accuracy is 0.45454545454545453, response is No
concept is Oxide(CO2), accuracy is 0.8026315789473685, response is No
concept is Acids and Bases, accuracy is 0.5263157894736842, response is No
concept is Oxide(CO2), accuracy is 0.9473684210526315, response is Yes
concept is Air (Oxygen), accuracy is 0.4418604651162791, response is No
concept is Acids and Bases, accuracy is 0.7894736842105263, response is Yes
concept is Element, accuracy is 0.6666666666666666, response is No
concept is Element, accuracy is 0.8666666666666667, response is No
concept is Element, accuracy is 0.16666666666666666, response is No
concept is Basic Experimental Operation, accuracy is 0.40476190476190477, response is No
concept is Air (Oxygen), accuracy is 0.8604651162790697, response is No
concept is Air (Oxygen), accuracy is 0.6511627906976745, response is No
concept is Research Into Substance Property, accuracy is 0.3181818181818182, response is No
concept is Solution, accuracy is 0.5089285714285714, response is No
concept is Element, accuracy is 0.13333333333333333, response is No
concept is Air (Oxygen), accuracy is 0.9069767441860465, response is Yes
concept is Acids and Bases, accuracy is 0.4473684210526316, response is No
concept is Air (Oxygen), accuracy is 0.8604651162790697, response is Yes
concept is Element, accuracy is 0.2, response is No
concept is Oxide(CO2), accuracy is 0.5263157894736842, response is Yes
concept is Solution, accuracy is 0.5625, response is No
concept is Oxide(CO2), accuracy is 0.92, response is Yes
concept is Research Into Substance Property, accuracy is 0.6818181818181818, response is No
concept is Air (Oxygen), accuracy is 0.32558139534883723, response is No
concept is Oxide(CO2), accuracy is 0.3333333333333333, response is No
concept is Oxide(CO2), accuracy is 0.6973684210526315, response is Yes
concept is Oxide(CO2), accuracy is 0.7866666666666666, response is Yes
concept is Element, accuracy is 0.43333333333333335, response is No
concept is Air (Oxygen), accuracy is 0.7441860465116279, response is Yes
concept is Basic Experimental Operation, accuracy is 0.11904761904761904, response is No
concept is Basic Experimental Operation, accuracy is 0.38095238095238093, response is No
concept is Basic Experimental Operation, accuracy is 0.35714285714285715, response is No
concept is Research Into Substance Property, accuracy is 0.5, response is No
concept is Air (Oxygen), accuracy is 0.8837209302325582, response is Yes
concept is Research Into Substance Property, accuracy is 0.9090909090909091, response is Yes
concept is Solution, accuracy is 0.7857142857142857, response is No
concept is Acids and Bases, accuracy is 0.6052631578947368, response is Yes
concept is Element, accuracy is 0.13333333333333333, response is No
concept is Basic Experimental Operation, accuracy is 0.9761904761904762, response is Yes
concept is Research Into Substance Property, accuracy is 0.5909090909090909, response is No
concept is Air (Oxygen), accuracy is 0.6976744186046512, response is Yes
concept is Air (Oxygen), accuracy is 0.4418604651162791, response is Yes
concept is Basic Experimental Operation, accuracy is 0.16666666666666666, response is No
concept is Oxide(CO2), accuracy is 0.6973684210526315, response is No
concept is Element, accuracy is 0.6333333333333333, response is No
concept is Solution, accuracy is 0.8303571428571429, response is Yes
concept is Oxide(CO2), accuracy is 0.881578947368421, response is Yes
concept is Research Into Substance Property, accuracy is 0.9090909090909091, response is Yes
concept is Air (Oxygen), accuracy is 0.3953488372093023, response is No
concept is Acids and Bases, accuracy is 0.7894736842105263, response is Yes
concept is Acids and Bases, accuracy is 0.7368421052631579, response is No
concept is Element, accuracy is 0.5666666666666667, response is No
concept is Air (Oxygen), accuracy is 0.2413793103448276, response is No
concept is Basic Experimental Operation, accuracy is 0.8846153846153846, response is Yes
concept is Molecules and Atoms, accuracy is 0.925, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.75, response is Yes
concept is Molecules and Atoms, accuracy is 0.8, response is No
concept is Molecules and Atoms, accuracy is 0.775, response is Yes
concept is Basic Experimental Operation, accuracy is 0.7923076923076923, response is Yes
concept is Molecules and Atoms, accuracy is 0.75, response is Yes
concept is Molecules and Atoms, accuracy is 0.65, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.5, response is No
concept is Air (Oxygen), accuracy is 0.5287356321839081, response is No
concept is Air (Oxygen), accuracy is 0.22988505747126436, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.07142857142857142, response is No
concept is Molecules and Atoms, accuracy is 0.425, response is No
concept is Basic Experimental Operation, accuracy is 0.9769230769230769, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8384615384615385, response is No
concept is Air (Oxygen), accuracy is 0.8735632183908046, response is Yes
concept is Molecules and Atoms, accuracy is 0.925, response is Yes
concept is Molecules and Atoms, accuracy is 0.75, response is Yes
concept is Air (Oxygen), accuracy is 0.5402298850574713, response is No
concept is Molecules and Atoms, accuracy is 0.1, response is No
concept is Air (Oxygen), accuracy is 0.9310344827586207, response is Yes
concept is Molecules and Atoms, accuracy is 0.675, response is Yes
concept is Molecules and Atoms, accuracy is 0.875, response is No
concept is Air (Oxygen), accuracy is 0.3448275862068966, response is Yes
concept is Air (Oxygen), accuracy is 0.19540229885057472, response is Yes
concept is Molecules and Atoms, accuracy is 0.85, response is Yes
concept is Molecules and Atoms, accuracy is 0.95, response is Yes
concept is Molecules and Atoms, accuracy is 0.5, response is Yes
concept is Molecules and Atoms, accuracy is 0.425, response is No
concept is Molecules and Atoms, accuracy is 0.625, response is Yes
concept is Basic Experimental Operation, accuracy is 0.046153846153846156, response is No
concept is Molecules and Atoms, accuracy is 0.85, response is Yes
concept is Air (Oxygen), accuracy is 0.5057471264367817, response is Yes
concept is Basic Experimental Operation, accuracy is 0.07692307692307693, response is No
concept is Air (Oxygen), accuracy is 0.4827586206896552, response is No
concept is Molecules and Atoms, accuracy is 0.8, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.8928571428571429, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9384615384615385, response is Yes
concept is Molecules and Atoms, accuracy is 0.45, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.6428571428571429, response is No
concept is Air (Oxygen), accuracy is 0.896551724137931, response is Yes
concept is Molecules and Atoms, accuracy is 0.975, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.8571428571428571, response is No
concept is Molecules and Atoms, accuracy is 0.7, response is Yes
concept is Air (Oxygen), accuracy is 0.7011494252873564, response is Yes
concept is Basic Experimental Operation, accuracy is 0.7846153846153846, response is Yes
concept is Molecules and Atoms, accuracy is 0.65, response is Yes
concept is Molecules and Atoms, accuracy is 0.425, response is No
concept is Basic Experimental Operation, accuracy is 0.7, response is Yes
concept is Air (Oxygen), accuracy is 0.47126436781609193, response is Yes
concept is Basic Experimental Operation, accuracy is 0.11538461538461539, response is No
concept is Molecules and Atoms, accuracy is 0.1, response is No
concept is Air (Oxygen), accuracy is 0.7471264367816092, response is Yes
concept is Molecules and Atoms, accuracy is 0.8, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.7142857142857143, response is Yes
concept is Air (Oxygen), accuracy is 0.7471264367816092, response is Yes
concept is Air (Oxygen), accuracy is 0.9425287356321839, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8153846153846154, response is Yes
concept is Molecules and Atoms, accuracy is 0.8365384615384616, response is Yes
concept is Molecules and Atoms, accuracy is 0.9711538461538461, response is No
concept is Air (Oxygen), accuracy is 0.36, response is No
concept is Basic Experimental Operation, accuracy is 0.04, response is No
concept is Molecules and Atoms, accuracy is 0.75, response is No
concept is Molecules and Atoms, accuracy is 0.7692307692307693, response is Yes
concept is Molecules and Atoms, accuracy is 0.5673076923076923, response is No
concept is Basic Experimental Operation, accuracy is 0.2, response is No
concept is Air (Oxygen), accuracy is 0.08, response is No
concept is Basic Experimental Operation, accuracy is 0.32, response is No
concept is Air (Oxygen), accuracy is 0.24, response is No
concept is Air (Oxygen), accuracy is 0.04, response is No
concept is Air (Oxygen), accuracy is 0.2, response is No
concept is Basic Experimental Operation, accuracy is 0.6, response is Yes
concept is Air (Oxygen), accuracy is 0.44, response is No
concept is Air (Oxygen), accuracy is 0.8, response is Yes
concept is Air (Oxygen), accuracy is 1.0, response is Yes
concept is Molecules and Atoms, accuracy is 0.2403846153846154, response is No
concept is Molecules and Atoms, accuracy is 0.46153846153846156, response is No
concept is Molecules and Atoms, accuracy is 0.22115384615384615, response is No
concept is Basic Experimental Operation, accuracy is 0.92, response is Yes
concept is Molecules and Atoms, accuracy is 0.4807692307692308, response is No
concept is Air (Oxygen), accuracy is 0.56, response is No
concept is Basic Experimental Operation, accuracy is 0.16, response is No
concept is Air (Oxygen), accuracy is 0.9333333333333333, response is Yes
concept is Air (Oxygen), accuracy is 0.8, response is Yes
concept is Air (Oxygen), accuracy is 0.8666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.6333333333333333, response is Yes
concept is Air (Oxygen), accuracy is 0.6, response is Yes
concept is Air (Oxygen), accuracy is 0.06666666666666667, response is No
concept is Air (Oxygen), accuracy is 0.26666666666666666, response is Yes
concept is Air (Oxygen), accuracy is 0.6, response is Yes
concept is Air (Oxygen), accuracy is 0.23333333333333334, response is No
concept is Air (Oxygen), accuracy is 0.9666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.43333333333333335, response is Yes
concept is Air (Oxygen), accuracy is 0.7, response is Yes
concept is Air (Oxygen), accuracy is 0.2, response is No
concept is Air (Oxygen), accuracy is 0.7666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.4, response is Yes
concept is Air (Oxygen), accuracy is 0.8666666666666667, response is Yes
concept is Acids and Bases, accuracy is 0.9130434782608695, response is Yes
concept is Acids and Bases, accuracy is 0.9130434782608695, response is Yes
concept is Acids and Bases, accuracy is 0.9347826086956522, response is Yes
concept is Acids and Bases, accuracy is 0.8913043478260869, response is Yes
concept is Acids and Bases, accuracy is 0.5217391304347826, response is No
concept is Acids and Bases, accuracy is 0.8913043478260869, response is Yes
concept is Acids and Bases, accuracy is 0.8478260869565217, response is No
concept is Acids and Bases, accuracy is 0.2391304347826087, response is No
concept is Acids and Bases, accuracy is 0.717391304347826, response is Yes
concept is Acids and Bases, accuracy is 0.9347826086956522, response is Yes
concept is Acids and Bases, accuracy is 0.21739130434782608, response is No
concept is Acids and Bases, accuracy is 0.9565217391304348, response is Yes
concept is Air (Oxygen), accuracy is 0.9333333333333333, response is Yes
concept is Air (Oxygen), accuracy is 0.8, response is Yes
concept is Air (Oxygen), accuracy is 0.8666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.6333333333333333, response is No
concept is Air (Oxygen), accuracy is 0.6, response is Yes
concept is Air (Oxygen), accuracy is 0.06666666666666667, response is No
concept is Air (Oxygen), accuracy is 0.26666666666666666, response is No
concept is Air (Oxygen), accuracy is 0.6, response is Yes
concept is Air (Oxygen), accuracy is 0.23333333333333334, response is No
concept is Air (Oxygen), accuracy is 0.9666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.43333333333333335, response is Yes
concept is Air (Oxygen), accuracy is 0.7, response is No
concept is Air (Oxygen), accuracy is 0.2, response is No
concept is Air (Oxygen), accuracy is 0.7666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.4, response is No
concept is Air (Oxygen), accuracy is 0.8666666666666667, response is Yes
concept is Element, accuracy is 0.2383177570093458, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.2755905511811024, response is No
concept is Air (Oxygen), accuracy is 0.2413793103448276, response is No
concept is Basic Experimental Operation, accuracy is 0.8846153846153846, response is Yes
concept is Element, accuracy is 0.6682242990654206, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.6456692913385826, response is Yes
concept is Molecules and Atoms, accuracy is 0.925, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.75, response is Yes
concept is Molecules and Atoms, accuracy is 0.8, response is Yes
concept is Molecules and Atoms, accuracy is 0.775, response is Yes
concept is Basic Experimental Operation, accuracy is 0.7923076923076923, response is Yes
concept is Molecules and Atoms, accuracy is 0.75, response is Yes
concept is Molecules and Atoms, accuracy is 0.65, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.09448818897637795, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.8031496062992126, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.5, response is No
concept is Oxide(CO2), accuracy is 0.881578947368421, response is Yes
concept is Air (Oxygen), accuracy is 0.5287356321839081, response is No
concept is Oxide(CO2), accuracy is 0.7733333333333333, response is No
concept is Air (Oxygen), accuracy is 0.22988505747126436, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.07142857142857142, response is No
concept is Element, accuracy is 0.32710280373831774, response is No
concept is Molecules and Atoms, accuracy is 0.425, response is No
concept is Element, accuracy is 0.7663551401869159, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9769230769230769, response is Yes
