concept is Integral Expressions, accuracy is 0.4342857142857143, response is Yes
concept is Rational Number, accuracy is 0.9014925373134328, response is Yes
concept is Rational Number, accuracy is 0.6105919003115264, response is Yes
concept is Rational Number, accuracy is 0.7837837837837838, response is Yes
concept is Line Segment, accuracy is 0.20430107526881722, response is No
concept is Line Segment, accuracy is 0.7074468085106383, response is Yes
concept is Line Segment, accuracy is 0.26865671641791045, response is No
concept is Line Segment, accuracy is 0.544973544973545, response is Yes
concept is Line Segment, accuracy is 0.828125, response is Yes
concept is Rational Number, accuracy is 0.23548387096774193, response is No
concept is Rational Number, accuracy is 0.7912772585669782, response is Yes
concept is Rational Number, accuracy is 0.5576923076923077, response is Yes
concept is Line Segment, accuracy is 0.23076923076923078, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.5251798561151079, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6808510638297872, response is Yes
concept is Line Segment, accuracy is 0.24193548387096775, response is Yes
concept is Line Segment, accuracy is 0.37142857142857144, response is Yes
concept is Line Segment, accuracy is 0.544973544973545, response is No
concept is Line Segment, accuracy is 0.015957446808510637, response is No
concept is Line Segment, accuracy is 0.20430107526881722, response is No
concept is Line Segment, accuracy is 0.7074468085106383, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6197183098591549, response is Yes
concept is Line Segment, accuracy is 0.625, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.5703703703703704, response is Yes
concept is Line Segment, accuracy is 0.26865671641791045, response is Yes
concept is Line Segment, accuracy is 0.5130434782608696, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.4246575342465753, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.2152777777777778, response is No
concept is Line Segment, accuracy is 0.35353535353535354, response is Yes
concept is Line Segment, accuracy is 0.46153846153846156, response is Yes
concept is Line Segment, accuracy is 0.8018018018018018, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.7096774193548387, response is Yes
concept is Line Segment, accuracy is 0.23076923076923078, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6883116883116883, response is Yes
concept is Rational Number, accuracy is 0.5576923076923077, response is Yes
concept is Line Segment, accuracy is 0.8018018018018018, response is Yes
concept is Integral Expressions, accuracy is 0.27906976744186046, response is No
concept is Integral Expressions, accuracy is 0.6623931623931624, response is Yes
concept is Line Segment, accuracy is 0.46153846153846156, response is Yes
concept is Integral Expressions, accuracy is 0.7180616740088106, response is Yes
concept is Rational Number, accuracy is 0.7912772585669782, response is Yes
concept is Line Segment, accuracy is 0.7074468085106383, response is Yes
concept is Rational Number, accuracy is 0.6105919003115264, response is No
concept is Rational Number, accuracy is 0.9014925373134328, response is Yes
concept is Integral Expressions, accuracy is 0.39545454545454545, response is No
concept is Integral Expressions, accuracy is 0.42613636363636365, response is Yes
concept is Line Segment, accuracy is 0.625, response is Yes
concept is Rational Number, accuracy is 0.7837837837837838, response is Yes
concept is Line Segment, accuracy is 0.544973544973545, response is Yes
concept is Integral Expressions, accuracy is 0.34309623430962344, response is No
concept is Rational Number, accuracy is 0.23548387096774193, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.2152777777777778, response is No
concept is Line Segment, accuracy is 0.24193548387096775, response is No
concept is Line Segment, accuracy is 0.26865671641791045, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.4246575342465753, response is No
concept is Integral Expressions, accuracy is 0.4342857142857143, response is No
concept is Integral Expressions, accuracy is 0.5454545454545454, response is Yes
concept is Line Segment, accuracy is 0.37142857142857144, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.6197183098591549, response is Yes
concept is Line Segment, accuracy is 0.828125, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.7096774193548387, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.5251798561151079, response is Yes
concept is Integral Expressions, accuracy is 0.4425287356321839, response is Yes
concept is Integral Expressions, accuracy is 0.44, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.5703703703703704, response is No
concept is Line Segment, accuracy is 0.20430107526881722, response is Yes
concept is Line Segment, accuracy is 0.5130434782608696, response is Yes
concept is Line Segment, accuracy is 0.23076923076923078, response is No
concept is Rational Number, accuracy is 0.5714285714285714, response is Yes
concept is Integral Expressions, accuracy is 0.5898876404494382, response is Yes
concept is Line Segment, accuracy is 0.015957446808510637, response is No
concept is Integral Expressions, accuracy is 0.57847533632287, response is Yes
concept is Integral Expressions, accuracy is 0.6604938271604939, response is Yes
concept is Integral Expressions, accuracy is 0.4085106382978723, response is No
concept is Rational Number, accuracy is 0.3538961038961039, response is No
concept is Integral Expressions, accuracy is 0.37168141592920356, response is Yes
concept is Line Segment, accuracy is 0.3069306930693069, response is No
concept is Line Segment, accuracy is 0.20430107526881722, response is No
concept is Line Segment, accuracy is 0.544973544973545, response is Yes
concept is Line Segment, accuracy is 0.46153846153846156, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.4246575342465753, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.2152777777777778, response is No
concept is Integral Expressions, accuracy is 0.39545454545454545, response is No
concept is Integral Expressions, accuracy is 0.42613636363636365, response is No
concept is Integral Expressions, accuracy is 0.4425287356321839, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.17123287671232876, response is No
concept is Line Segment, accuracy is 0.35353535353535354, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.5251798561151079, response is No
concept is Integral Expressions, accuracy is 0.5454545454545454, response is No
concept is Integral Expressions, accuracy is 0.4342857142857143, response is No
concept is Integral Expressions, accuracy is 0.44, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.6883116883116883, response is No
concept is Integral Expressions, accuracy is 0.57847533632287, response is No
concept is Integral Expressions, accuracy is 0.6623931623931624, response is No
concept is Line Segment, accuracy is 0.015957446808510637, response is No
concept is Integral Expressions, accuracy is 0.7180616740088106, response is No
concept is Integral Expressions, accuracy is 0.34309623430962344, response is No
concept is Line Segment, accuracy is 0.23076923076923078, response is No
concept is Integral Expressions, accuracy is 0.8166666666666667, response is No
concept is Line Segment, accuracy is 0.24193548387096775, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6808510638297872, response is No
concept is Integral Expressions, accuracy is 0.4085106382978723, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6197183098591549, response is No
concept is Integral Expressions, accuracy is 0.5898876404494382, response is No
concept is Integral Expressions, accuracy is 0.27906976744186046, response is No
concept is Line Segment, accuracy is 0.625, response is Yes
concept is Integral Expressions, accuracy is 0.375, response is No
concept is Line Segment, accuracy is 0.6336633663366337, response is No
concept is Integral Expressions, accuracy is 0.37168141592920356, response is No
concept is Line Segment, accuracy is 0.5130434782608696, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.5703703703703704, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.7096774193548387, response is No
concept is Line Segment, accuracy is 0.26865671641791045, response is No
concept is Rational Number, accuracy is 0.7966101694915254, response is Yes
concept is Integral Expressions, accuracy is 0.42613636363636365, response is No
concept is Integral Expressions, accuracy is 0.31875, response is No
concept is Integral Expressions, accuracy is 0.14516129032258066, response is No
concept is Rational Number, accuracy is 0.7912772585669782, response is No
concept is Linear Equations in One Variable, accuracy is 0.32065217391304346, response is No
concept is Integral Expressions, accuracy is 0.12154696132596685, response is No
concept is Integral Expressions, accuracy is 0.8166666666666667, response is Yes
concept is Integral Expressions, accuracy is 0.46195652173913043, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.3612565445026178, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.42391304347826086, response is No
concept is Linear Equations in One Variable, accuracy is 0.6947368421052632, response is Yes
concept is Rational Number, accuracy is 0.23548387096774193, response is No
concept is Linear Equations in One Variable, accuracy is 0.7231638418079096, response is Yes
concept is Integral Expressions, accuracy is 0.5454545454545454, response is No
concept is Rational Number, accuracy is 0.5576923076923077, response is No
concept is Integral Expressions, accuracy is 0.34309623430962344, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.5388888888888889, response is No
concept is Integral Expressions, accuracy is 0.5898876404494382, response is Yes
concept is Rational Number, accuracy is 0.728110599078341, response is No
concept is Integral Expressions, accuracy is 0.7180616740088106, response is Yes
concept is Rational Number, accuracy is 0.6194690265486725, response is Yes
concept is Rational Number, accuracy is 0.6258823529411764, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.6147308781869688, response is Yes
concept is Integral Expressions, accuracy is 0.6666666666666666, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.3583815028901734, response is No
concept is Rational Number, accuracy is 0.3538961038961039, response is No
concept is Rational Number, accuracy is 0.7672209026128266, response is Yes
concept is Integral Expressions, accuracy is 0.375, response is No
concept is Rational Number, accuracy is 0.7529976019184652, response is Yes
concept is Rational Number, accuracy is 0.9014925373134328, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.5888888888888889, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.6972972972972973, response is Yes
concept is Rational Number, accuracy is 0.7777777777777778, response is Yes
concept is Integral Expressions, accuracy is 0.6604938271604939, response is Yes
concept is Integral Expressions, accuracy is 0.7158469945355191, response is Yes
concept is Rational Number, accuracy is 0.8361344537815126, response is Yes
concept is Integral Expressions, accuracy is 0.5879120879120879, response is Yes
concept is Rational Number, accuracy is 0.42891566265060244, response is No
concept is Integral Expressions, accuracy is 0.5059523809523809, response is No
concept is Rational Number, accuracy is 0.5265700483091788, response is Yes
concept is Rational Number, accuracy is 0.6105919003115264, response is Yes
concept is Integral Expressions, accuracy is 0.6623931623931624, response is No
concept is Integral Expressions, accuracy is 0.4425287356321839, response is No
concept is Integral Expressions, accuracy is 0.4085106382978723, response is No
concept is Rational Number, accuracy is 0.6129807692307693, response is Yes
concept is Rational Number, accuracy is 0.8258706467661692, response is Yes
concept is Integral Expressions, accuracy is 0.39545454545454545, response is Yes
concept is Integral Expressions, accuracy is 0.6277777777777778, response is Yes
concept is Integral Expressions, accuracy is 0.27906976744186046, response is No
concept is Integral Expressions, accuracy is 0.4342857142857143, response is No
concept is Integral Expressions, accuracy is 0.57847533632287, response is Yes
concept is Integral Expressions, accuracy is 0.44, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.36857142857142855, response is No
concept is Rational Number, accuracy is 0.7289719626168224, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.869942196531792, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.6975476839237057, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7086614173228346, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.8095238095238095, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7867647058823529, response is No
concept is Similar Triangles, accuracy is 0.9215686274509803, response is No
concept is Similar Triangles, accuracy is 0.9333333333333333, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7307692307692307, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.6590909090909091, response is Yes
concept is Similar Triangles, accuracy is 0.5272727272727272, response is No
concept is Similar Triangles, accuracy is 0.66, response is Yes
concept is Similar Triangles, accuracy is 0.6326530612244898, response is No
concept is Similar Triangles, accuracy is 0.9152542372881356, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.6131386861313869, response is No
concept is Similar Triangles, accuracy is 0.46153846153846156, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7333333333333333, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7307692307692307, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.674074074074074, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.869942196531792, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.533816425120773, response is No
concept is Geometry, accuracy is 0.6428571428571429, response is Yes
concept is Rational Number, accuracy is 0.6258823529411764, response is No
concept is Rational Number, accuracy is 0.6129807692307693, response is Yes
concept is Geometry, accuracy is 0.27403846153846156, response is Yes
concept is Rational Number, accuracy is 0.5265700483091788, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.43373493975903615, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.36857142857142855, response is No
concept is Linear Equations in One Variable, accuracy is 0.7841191066997518, response is No
concept is Geometry, accuracy is 0.33014354066985646, response is No
concept is Rational Number, accuracy is 0.42891566265060244, response is No
concept is Linear Equations in One Variable, accuracy is 0.7865707434052758, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.5388888888888889, response is No
concept is Linear Equations in One Variable, accuracy is 0.5, response is No
concept is Linear Equations in One Variable, accuracy is 0.4275184275184275, response is No
concept is Linear Equations in One Variable, accuracy is 0.48725212464589235, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.06232294617563739, response is No
concept is Rational Number, accuracy is 0.7672209026128266, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.6147308781869688, response is Yes
concept is Rational Number, accuracy is 0.7529976019184652, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.4246575342465753, response is No
concept is Linear Equations in One Variable, accuracy is 0.7231638418079096, response is No
concept is Linear Equations in One Variable, accuracy is 0.5798969072164949, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.6975476839237057, response is Yes
concept is Rational Number, accuracy is 0.8258706467661692, response is Yes
concept is Geometry, accuracy is 0.30097087378640774, response is No
concept is Sampling and Data Analysis, accuracy is 0.23809523809523808, response is Yes
concept is Quadratic Radical Equation, accuracy is 0.8, response is Yes
concept is Triangle, accuracy is 0.7058823529411765, response is Yes
concept is Quadratic Radical Equation, accuracy is 0.7142857142857143, response is Yes
concept is Triangle, accuracy is 0.2727272727272727, response is No
concept is Sampling and Data Analysis, accuracy is 0.06666666666666667, response is No
concept is Sampling and Data Analysis, accuracy is 0.19047619047619047, response is No
concept is Triangle, accuracy is 0.23333333333333334, response is No
concept is Triangle, accuracy is 0.868421052631579, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.7096774193548387, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.5388888888888889, response is No
concept is Linear Equations in One Variable, accuracy is 0.533816425120773, response is No
concept is Linear Equations in One Variable, accuracy is 0.36857142857142855, response is No
concept is Linear Equations in One Variable, accuracy is 0.48725212464589235, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6197183098591549, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.17123287671232876, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.5703703703703704, response is Yes
concept is Rational Number, accuracy is 0.42891566265060244, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.6147308781869688, response is Yes
concept is Rational Number, accuracy is 0.8258706467661692, response is Yes
concept is Rational Number, accuracy is 0.6258823529411764, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.4246575342465753, response is No
concept is Geometry, accuracy is 0.6428571428571429, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.5212264150943396, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.5251798561151079, response is No
concept is Rational Number, accuracy is 0.7672209026128266, response is No
concept is Linear Equations in One Variable, accuracy is 0.4275184275184275, response is No
concept is Linear Equations in One Variable, accuracy is 0.5, response is No
concept is Linear Equations in One Variable, accuracy is 0.4246575342465753, response is No
concept is Linear Equations in One Variable, accuracy is 0.5847255369928401, response is No
concept is Linear Equations in One Variable, accuracy is 0.7841191066997518, response is No
concept is Linear Equations in One Variable, accuracy is 0.7865707434052758, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.7231638418079096, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.2152777777777778, response is No
concept is Geometry, accuracy is 0.33014354066985646, response is No
concept is Linear Equations in One Variable, accuracy is 0.43373493975903615, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6808510638297872, response is No
concept is Rational Number, accuracy is 0.5265700483091788, response is No
concept is Rational Number, accuracy is 0.7289719626168224, response is No
concept is Rational Number, accuracy is 0.7529976019184652, response is No
concept is Rational Number, accuracy is 0.6129807692307693, response is No
concept is Geometry, accuracy is 0.27403846153846156, response is No
concept is Linear Equations in One Variable, accuracy is 0.5798969072164949, response is No
concept is Linear Equations in One Variable, accuracy is 0.06232294617563739, response is No
concept is Similar Triangles, accuracy is 0.7058823529411765, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.6590909090909091, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7867647058823529, response is Yes
concept is Similar Triangles, accuracy is 0.6326530612244898, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.8095238095238095, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.674074074074074, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7401574803149606, response is Yes
concept is Similar Triangles, accuracy is 0.46153846153846156, response is Yes
concept is Similar Triangles, accuracy is 0.9215686274509803, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.6131386861313869, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7086614173228346, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.1640625, response is No
concept is Similar Triangles, accuracy is 0.9152542372881356, response is Yes
concept is Similar Triangles, accuracy is 0.9333333333333333, response is Yes
concept is Similar Triangles, accuracy is 0.7307692307692307, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7333333333333333, response is Yes
concept is Similar Triangles, accuracy is 0.5272727272727272, response is Yes
concept is Rational Number, accuracy is 0.7912772585669782, response is Yes
concept is Rational Number, accuracy is 0.5714285714285714, response is Yes
concept is Angle, accuracy is 0.7796610169491526, response is Yes
concept is Angle, accuracy is 0.3620689655172414, response is No
concept is Rational Number, accuracy is 0.3538961038961039, response is Yes
concept is Angle, accuracy is 0.7096774193548387, response is Yes
concept is Angle, accuracy is 0.38181818181818183, response is Yes
concept is Rational Number, accuracy is 0.6105919003115264, response is Yes
concept is Angle, accuracy is 0.4444444444444444, response is Yes
concept is Rational Number, accuracy is 0.5576923076923077, response is Yes
concept is Angle, accuracy is 0.41379310344827586, response is No
concept is Rectangular Coordinate System, accuracy is 0.02702702702702703, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.8095238095238095, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.674074074074074, response is No
concept is Similar Triangles, accuracy is 0.7058823529411765, response is Yes
concept is Rectangular Coordinate System, accuracy is 0.13513513513513514, response is No
concept is Rectangular Coordinate System, accuracy is 0.3055555555555556, response is No
concept is Similar Triangles, accuracy is 0.5272727272727272, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7401574803149606, response is No
concept is Similar Triangles, accuracy is 0.46153846153846156, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7307692307692307, response is Yes
concept is Similar Triangles, accuracy is 0.6326530612244898, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.8095238095238095, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7867647058823529, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7333333333333333, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.6131386861313869, response is No
concept is Rectangular Coordinate System, accuracy is 0.42857142857142855, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7307692307692307, response is No
concept is Rectangular Coordinate System, accuracy is 0.2777777777777778, response is No
concept is Rectangular Coordinate System, accuracy is 0.41025641025641024, response is No
concept is Rectangular Coordinate System, accuracy is 0.42857142857142855, response is No
concept is Similar Triangles, accuracy is 0.9152542372881356, response is Yes
concept is Application of Quadratic Equation in One Variable, accuracy is 0.7086614173228346, response is No
concept is Application of Quadratic Equation in One Variable, accuracy is 0.1640625, response is No
concept is Rational Number, accuracy is 0.6194690265486725, response is No
concept is Rational Number, accuracy is 0.42891566265060244, response is Yes
concept is Rational Number, accuracy is 0.8526785714285714, response is No
concept is Linear Equations in One Variable, accuracy is 0.5212264150943396, response is No
concept is Linear Equations in One Variable, accuracy is 0.43373493975903615, response is No
concept is Linear Equations in One Variable, accuracy is 0.5388888888888889, response is No
concept is Rational Number, accuracy is 0.8256880733944955, response is No
concept is Linear Equations in One Variable, accuracy is 0.4275184275184275, response is No
concept is Linear Equations in One Variable, accuracy is 0.5847255369928401, response is No
concept is Rational Number, accuracy is 0.8258706467661692, response is No
concept is Linear Equations in One Variable, accuracy is 0.25136612021857924, response is No
concept is Rational Number, accuracy is 0.5265700483091788, response is No
concept is Rational Number, accuracy is 0.7777777777777778, response is No
concept is Rational Number, accuracy is 0.6129807692307693, response is No
concept is Linear Equations in One Variable, accuracy is 0.32065217391304346, response is No
concept is Linear Equations in One Variable, accuracy is 0.48725212464589235, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.5, response is No
concept is Linear Equations in One Variable, accuracy is 0.7841191066997518, response is No
concept is Linear Equations in One Variable, accuracy is 0.6947368421052632, response is No
concept is Rational Number, accuracy is 0.8878923766816144, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.4246575342465753, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.72, response is No
concept is Rational Number, accuracy is 0.7672209026128266, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.7865707434052758, response is No
concept is Rational Number, accuracy is 0.6258823529411764, response is No
concept is Linear Equations in One Variable, accuracy is 0.3612565445026178, response is No
concept is Rational Number, accuracy is 0.7966101694915254, response is No
concept is Linear Equations in One Variable, accuracy is 0.533816425120773, response is No
concept is Linear Equations in One Variable, accuracy is 0.5798969072164949, response is No
concept is Linear Equations in One Variable, accuracy is 0.6972972972972973, response is No
concept is Linear Equations in One Variable, accuracy is 0.6147308781869688, response is No
concept is Linear Equations in One Variable, accuracy is 0.06232294617563739, response is No
concept is Linear Equations in One Variable, accuracy is 0.7231638418079096, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.869942196531792, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.4897959183673469, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.2152777777777778, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6808510638297872, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.375, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.45263157894736844, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.7157894736842105, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.5703703703703704, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.6777777777777778, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.47474747474747475, response is No
concept is System of Linear Inequalities in One Variable, accuracy is 0.5591397849462365, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.5656565656565656, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.6883116883116883, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.17123287671232876, response is Yes
concept is System of Linear Inequalities in One Variable, accuracy is 0.7096774193548387, response is Yes
concept is Rational Number, accuracy is 0.8878923766816144, response is Yes
concept is Rational Number, accuracy is 0.7529976019184652, response is Yes
concept is Rational Number, accuracy is 0.7289719626168224, response is Yes
concept is Rational Number, accuracy is 0.6129807692307693, response is Yes
concept is Rational Number, accuracy is 0.8256880733944955, response is Yes
concept is Rational Number, accuracy is 0.7672209026128266, response is Yes
concept is Rational Number, accuracy is 0.42891566265060244, response is Yes
concept is Rational Number, accuracy is 0.728110599078341, response is No
concept is Rational Number, accuracy is 0.8526785714285714, response is Yes
concept is Rational Number, accuracy is 0.8258706467661692, response is Yes
concept is Rational Number, accuracy is 0.8361344537815126, response is Yes
concept is Rational Number, accuracy is 0.6258823529411764, response is Yes
concept is Rational Number, accuracy is 0.7966101694915254, response is Yes
concept is Rational Number, accuracy is 0.6194690265486725, response is Yes
concept is Linear Function, accuracy is 0.6027397260273972, response is Yes
concept is Linear Function, accuracy is 0.5569620253164557, response is No
concept is Real Number, accuracy is 0.7142857142857143, response is Yes
concept is Rational Number, accuracy is 0.7912772585669782, response is Yes
concept is Real Number, accuracy is 0.8125, response is Yes
concept is Rational Number, accuracy is 0.9014925373134328, response is Yes
concept is Linear Function, accuracy is 0.4810126582278481, response is Yes
concept is Rational Number, accuracy is 0.7837837837837838, response is Yes
concept is Real Number, accuracy is 0.2, response is No
concept is Real Number, accuracy is 0.5294117647058824, response is Yes
concept is Linear Function, accuracy is 0.42857142857142855, response is No
concept is Real Number, accuracy is 0.8333333333333334, response is Yes
concept is Real Number, accuracy is 0.2222222222222222, response is No
concept is Real Number, accuracy is 0.25, response is No
concept is Rational Number, accuracy is 0.6105919003115264, response is No
concept is Linear Function, accuracy is 0.6216216216216216, response is No
concept is Rational Number, accuracy is 0.5714285714285714, response is Yes
concept is Rational Number, accuracy is 0.5576923076923077, response is Yes
concept is Linear Function, accuracy is 0.2535211267605634, response is No
concept is Rational Number, accuracy is 0.23548387096774193, response is Yes
concept is Linear Function, accuracy is 0.7681159420289855, response is Yes
concept is Real Number, accuracy is 0.23529411764705882, response is No
concept is Real Number, accuracy is 0.7647058823529411, response is Yes
concept is Real Number, accuracy is 0.375, response is No
concept is Rational Number, accuracy is 0.9014925373134328, response is Yes
concept is Rational Number, accuracy is 0.7912772585669782, response is Yes
concept is Integral Expressions, accuracy is 0.6666666666666666, response is Yes
concept is Integral Expressions, accuracy is 0.6277777777777778, response is Yes
concept is Angle, accuracy is 0.41379310344827586, response is Yes
concept is Rational Number, accuracy is 0.5576923076923077, response is No
concept is Integral Expressions, accuracy is 0.5059523809523809, response is No
concept is Integral Expressions, accuracy is 0.46195652173913043, response is Yes
concept is Rational Number, accuracy is 0.23548387096774193, response is No
concept is Angle, accuracy is 0.7796610169491526, response is Yes
concept is Integral Expressions, accuracy is 0.7158469945355191, response is Yes
concept is Rational Number, accuracy is 0.6105919003115264, response is Yes
concept is Integral Expressions, accuracy is 0.31875, response is No
concept is Rational Number, accuracy is 0.3538961038961039, response is No
concept is Rational Number, accuracy is 0.5714285714285714, response is Yes
concept is Angle, accuracy is 0.4393939393939394, response is No
concept is Angle, accuracy is 0.3620689655172414, response is Yes
concept is Rational Number, accuracy is 0.7837837837837838, response is Yes
concept is Integral Expressions, accuracy is 0.5879120879120879, response is Yes
concept is Angle, accuracy is 0.4444444444444444, response is No
concept is Integral Expressions, accuracy is 0.14516129032258066, response is Yes
concept is Rational Number, accuracy is 0.7777777777777778, response is Yes
concept is Rational Number, accuracy is 0.7672209026128266, response is Yes
concept is Line Segment, accuracy is 0.7074468085106383, response is No
concept is Line Segment, accuracy is 0.23076923076923078, response is No
concept is Rational Number, accuracy is 0.7289719626168224, response is Yes
concept is Line Segment, accuracy is 0.015957446808510637, response is No
concept is Rational Number, accuracy is 0.8256880733944955, response is Yes
concept is Rational Number, accuracy is 0.7529976019184652, response is Yes
concept is Rational Number, accuracy is 0.6194690265486725, response is Yes
concept is Rational Number, accuracy is 0.728110599078341, response is No
concept is Rational Number, accuracy is 0.5265700483091788, response is No
concept is Rational Number, accuracy is 0.42891566265060244, response is Yes
concept is Line Segment, accuracy is 0.20430107526881722, response is Yes
concept is Rational Number, accuracy is 0.6258823529411764, response is Yes
concept is Rational Number, accuracy is 0.6129807692307693, response is Yes
concept is Line Segment, accuracy is 0.828125, response is Yes
concept is Rational Number, accuracy is 0.8361344537815126, response is Yes
concept is Line Segment, accuracy is 0.24193548387096775, response is No
concept is Rational Number, accuracy is 0.8526785714285714, response is Yes
concept is Rational Number, accuracy is 0.7966101694915254, response is Yes
concept is Rational Number, accuracy is 0.8258706467661692, response is Yes
concept is Line Segment, accuracy is 0.26865671641791045, response is Yes
concept is Linear Equations in One Variable, accuracy is 0.5, response is Yes
concept is Rational Number, accuracy is 0.8258706467661692, response is Yes
